partition,method,object_code,count,great_circle_mean_deg,great_circle_median_deg,great_circle_p90_deg,top1_acc,failure_rate_gt_30_deg,failure_rate_gt_60_deg,failure_rate_gt_90_deg
held,range_phase_invariant_dev_selected_topk,b974,60,18.0,0.0,179.99999999999997,0.9,0.1,0.1,0.1
held,range_phase_invariant_dev_selected_topk,b979,60,60.58255453325492,59.999999999999986,138.59037789072914,0.26666666666666666,0.5666666666666667,0.4166666666666667,0.2833333333333333
held,range_phase_invariant_dev_selected_topk,b97b,60,24.669726985425346,0.0,179.99999999999997,0.8333333333333334,0.16666666666666666,0.15,0.13333333333333333
held,range_phase_invariant_dev_selected_topk,b9e6,60,22.050047722401036,0.0,128.68218745348943,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.11666666666666667
held,range_phase_invariant_dev_selected_topk,ba0f,60,74.58585214751473,79.1708660163059,151.04497562814015,0.25,0.7166666666666667,0.5333333333333333,0.4
held,range_phase_invariant_dev_selected_topk,baa9,60,7.1409622109270865,0.0,0.0,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.016666666666666666
held,range_phase_invariant_dev_selected_topk,bb26,60,68.92175613225551,89.99999999999999,150.0,0.21666666666666667,0.6666666666666666,0.5166666666666667,0.38333333333333336
held,range_phase_invariant_dev_selected_topk,bb7c,60,25.52502386120052,0.0,128.68218745348943,0.8166666666666667,0.18333333333333332,0.16666666666666666,0.15
held,range_phase_invariant_dev_selected_topk,bb7d,60,99.7370609858991,113.54811559342485,165.1290555477363,0.06666666666666667,0.85,0.7166666666666667,0.5833333333333334
held,range_phase_invariant_dev_selected_topk,bbc6,60,45.24093188159312,0.0,179.99999999999997,0.6166666666666667,0.35,0.31666666666666665,0.26666666666666666
held,range_phase_invariant_dev_selected_topk,bc2c,60,56.8999791264172,60.0,138.59037789072914,0.35,0.5666666666666667,0.5,0.3
id,operational_6ch_1nn,b7c1,10,0.0,0.0,0.0,1.0,0.0,0.0,0.0
id,operational_6ch_1nn,b7fd,10,110.86617696173175,122.17054686337235,179.99999999999997,0.1,0.9,0.9,0.6
id,operational_6ch_1nn,b80b,10,3.0000000000000018,0.0,30.000000000000018,0.9,0.1,0.0,0.0
id,operational_6ch_1nn,b812,10,2.9999999999999996,0.0,29.999999999999996,0.9,0.0,0.0,0.0
