arm,arm_display,entity_type,entity,object_code,theta_true_deg,phi_true_deg,prediction_rows,tail_gt90_count,tail_gt90_rate,tail_ge150_rate,exact_antipodal_rate,tail_rank,share_of_arm_tail
hann_ifft,Hann-IFFT MLP,object,b974,b974,,,420,32,0.0761904761904762,0.07380952380952381,0.07380952380952381,18,0.017213555675094135
hann_ifft,Hann-IFFT MLP,object,b80b,b80b,,,420,27,0.06428571428571428,0.05952380952380952,0.05952380952380952,19,0.014523937600860678
hann_ifft,Hann-IFFT MLP,object,baa9,baa9,,,420,8,0.01904761904761905,0.016666666666666666,0.016666666666666666,20,0.004303388918773534
strong_1nn,Deterministic 6ch 1-NN,object,bb7d,bb7d,,,60,29,0.48333333333333334,0.13333333333333333,0.016666666666666666,1,0.1858974358974359
strong_1nn,Deterministic 6ch 1-NN,object,ba0f,ba0f,,,60,23,0.38333333333333336,0.1,0.05,2,0.14743589743589744
strong_1nn,Deterministic 6ch 1-NN,object,bb26,bb26,,,60,19,0.31666666666666665,0.13333333333333333,0.016666666666666666,3,0.12179487179487179
strong_1nn,Deterministic 6ch 1-NN,object,b979,b979,,,60,17,0.2833333333333333,0.1,0.0,4,0.10897435897435898
strong_1nn,Deterministic 6ch 1-NN,object,b7fd,b7fd,,,60,15,0.25,0.08333333333333333,0.016666666666666666,5,0.09615384615384616
strong_1nn,Deterministic 6ch 1-NN,object,bc2c,bc2c,,,60,13,0.21666666666666667,0.1,0.05,6,0.08333333333333333
strong_1nn,Deterministic 6ch 1-NN,object,b8ed,b8ed,,,60,11,0.18333333333333332,0.05,0.0,7,0.07051282051282051
strong_1nn,Deterministic 6ch 1-NN,object,b97b,b97b,,,60,6,0.1,0.06666666666666667,0.016666666666666666,8,0.038461538461538464
strong_1nn,Deterministic 6ch 1-NN,object,b827,b827,,,60,4,0.06666666666666667,0.016666666666666666,0.0,9,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,object,b943,b943,,,60,4,0.06666666666666667,0.03333333333333333,0.016666666666666666,10,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,object,bbc6,bbc6,,,60,4,0.06666666666666667,0.05,0.016666666666666666,11,0.02564102564102564
strong_1nn,Deterministic 6ch 1-NN,object,b7c1,b7c1,,,60,3,0.05,0.016666666666666666,0.0,12,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,object,b905,b905,,,60,3,0.05,0.016666666666666666,0.0,13,0.019230769230769232
strong_1nn,Deterministic 6ch 1-NN,object,b974,b974,,,60,2,0.03333333333333333,0.0,0.0,14,0.01282051282051282
strong_1nn,Deterministic 6ch 1-NN,object,b871,b871,,,60,1,0.016666666666666666,0.016666666666666666,0.016666666666666666,15,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,object,b9e6,b9e6,,,60,1,0.016666666666666666,0.0,0.0,16,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,object,bb7c,bb7c,,,60,1,0.016666666666666666,0.016666666666666666,0.016666666666666666,17,0.00641025641025641
strong_1nn,Deterministic 6ch 1-NN,object,b80b,b80b,,,60,0,0.0,0.0,0.0,18,0.0
strong_1nn,Deterministic 6ch 1-NN,object,b812,b812,,,60,0,0.0,0.0,0.0,19,0.0
strong_1nn,Deterministic 6ch 1-NN,object,baa9,baa9,,,60,0,0.0,0.0,0.0,20,0.0
